complaint_text,base_severity,category,compllaint_text
"The sound of fighting stray dogs at night near our Sector 49, Gurgaon apartment is terrifying and prevents sleep.",2,Stray_Animal_Hazard,
"Stray animals digging up recently laid pavement in Ghaziabad's Crossings Republik colony, causing damage.",1,Stray_Animal_Hazard,
An aggressive monkey attacked a resident yesterday in Mukherjee Nagar. This issue needs immediate and serious intervention.,5,Stray_Animal_Hazard,
"Stray cattle regularly wander into the open-air market in Old Delhi, knocking over goods and causing chaos.",3,Stray_Animal_Hazard,
"The sheer volume of stray dogs means constant barking during late hours in Indirapuram, making it impossible to relax.",2,Stray_Animal_Hazard,
"Stray dogs are tearing open garbage bags left outside homes in Dwarka Sector 11, spreading waste and creating an eyesore.",2,Stray_Animal_Hazard,
"An unusually large number of stray dogs have appeared near the IIT Delhi main gate, making entry and exit difficult for students.",3,Stray_Animal_Hazard,
"Monkeys are frequently seen inside the classrooms of the government school in Sangam Vihar, disrupting education and frightening students.",4,Stray_Animal_Hazard,
"A huge herd of stray cattle blocks the entire width of the road near Mundka Metro Station every evening, leading to massive traffic jams.",4,Stray_Animal_Hazard,
"Stray dogs routinely chase cars and motorcycles on the road leading to the Noida Expressway, causing potential accidents.",4,Stray_Animal_Hazard,
The unhygienic conditions from stray animal feces are worsening near the local dispensaries in Sultanpuri.,2,Stray_Animal_Hazard,
Stray dogs have started attacking street vendors selling goods near the local bus stand in Badarpur.,4,Stray_Animal_Hazard,
"Monkeys are damaging vehicles parked in the open lots near India Gate, especially by tearing off wipers and antennae.",3,Stray_Animal_Hazard,
A stray buffalo is aggressively charging at people near the main chowk of Shahdara. This is a severe public safety issue.,5,Stray_Animal_Hazard,
The presence of numerous stray dogs around the community center in Vasundhara Enclave makes it uncomfortable for evening events.,2,Stray_Animal_Hazard,
Foul smell due to animal waste is constant near the wholesale market in Tilak Nagar.,1,Stray_Animal_Hazard,
A pack of rabid-looking dogs has been spotted near the children's park in Greater Kailash. This is an urgent health alert!,5,Stray_Animal_Hazard,
"Stray cows often wander into construction sites in Dwarka Sector 21, creating hazards for workers and delaying projects.",3,Stray_Animal_Hazard,
"Monkeys are ripping apart wires and cables on utility poles in Krishna Nagar, leading to power outages.",4,Stray_Animal_Hazard,
The nightly howling and fighting of stray dogs near the resident welfare association office in Vasant Kunj is unbearable.,2,Stray_Animal_Hazard,
"Stray dogs often chase delivery personnel and postmen in our society in Pitampura, making their job difficult.",3,Stray_Animal_Hazard,
"A stray donkey is constantly blocking the narrow lane near the Old Fort, hindering local traffic.",2,Stray_Animal_Hazard,
"Monkeys are frequently breaking into rooftop water tanks in Civil Lines, contaminating water supply for residents.",5,Stray_Animal_Hazard,
"Aggressive stray dogs near the dispensary in Seemapuri are a constant threat to patients, especially the elderly.",4,Stray_Animal_Hazard,
"Stray cattle feeding on roadside garbage is a common sight near the Yamuna Sports Complex, reflecting poor waste management.",2,Stray_Animal_Hazard,
The sheer number of stray dogs makes it risky for school children to walk alone on the street leading to St. Xavier's School.,3,Stray_Animal_Hazard,
"Constant barking from strays near the residential complex in Vasundhara, Ghaziabad, makes it impossible to work from home.",2,Stray_Animal_Hazard,
Stray dogs are constantly messing up the gardens and flowerbeds in front of the municipal corporation building.,1,Stray_Animal_Hazard,
An injured monkey is causing distress and fear near the Red Fort entrance. It seems to be in pain and needs help.,3,Stray_Animal_Hazard,
"Packs of dogs are attacking small animals like cats and even small pet dogs during their walks in Sector 57, Gurgaon.",4,Stray_Animal_Hazard,
"Stray cows are sleeping in the middle of the road near the Sarita Vihar underpass at night, extremely hard to spot.",4,Stray_Animal_Hazard,
Frequent dog fights near the local park in Paschim Vihar are disturbing the peace and creating a scary atmosphere.,2,Stray_Animal_Hazard,
"The stench from stray animal waste is terrible near the local market in Vivek Vihar, especially in humid weather.",2,Stray_Animal_Hazard,
An aggressive bull has been seen charging at cars and pedestrians near the Botanical Garden metro station. Highly dangerous.,5,Stray_Animal_Hazard,
"Monkeys are frequently raiding fruit carts and vegetable stalls near the local temple in Old Delhi, causing losses to vendors.",3,Stray_Animal_Hazard,
"A large number of stray dogs are blocking the entrance to the District Court in Rohini, intimidating visitors and lawyers.",3,Stray_Animal_Hazard,
The incessant barking of dogs during festivals like Diwali creates unbearable noise pollution in Shahdara.,2,Stray_Animal_Hazard,
"Stray dogs often chase children returning from school near the public library in Model Town, instilling fear.",3,Stray_Animal_Hazard,
"Stray animals are damaging public property, like benches and signboards, in the community park of Nirman Vihar.",1,Stray_Animal_Hazard,
"Monkeys are constantly creating a nuisance by jumping on power lines and transformer boxes in Nehru Place, leading to power cuts.",4,Stray_Animal_Hazard,
"A dead stray dog has been lying on the main street near the Daryaganj market for over 24 hours, posing a severe health hazard.",5,Stray_Animal_Hazard,
"Stray cows are frequently seen on the airport road in Delhi, causing major risks for high-speed traffic.",5,Stray_Animal_Hazard,
"The population of stray dogs has increased dramatically in our colony, Sector 15 Faridabad, post-lockdown. They need to be managed.",3,Stray_Animal_Hazard,
Stray animals are making it difficult for garbage collection workers to do their job efficiently in Govindpuri.,2,Stray_Animal_Hazard,
"Monkeys regularly enter the hospital premises in AIIMS area, causing distress to patients and visitors.",4,Stray_Animal_Hazard,
An aggressive stray dog frequently barks and charges at pedestrians near the local bank in Palam Colony.,3,Stray_Animal_Hazard,
"Stray cattle are routinely consuming plastic bags from dumpsites near the slum areas of Nangloi, which is inhumane and unhygienic.",3,Stray_Animal_Hazard,
The sound of barking dogs at all hours of the night in Rohini Sector 16 is making it impossible to get peaceful sleep.,2,Stray_Animal_Hazard,
"Stray dogs often chase cycle-rickshaws and auto-rickshaws near the Chandni Chowk area, causing minor accidents.",3,Stray_Animal_Hazard,
Monkeys are breaking tree branches and damaging public gardens in Lodhi Colony.,2,Stray_Animal_Hazard,
"A stray bull is causing severe traffic disruption on the Ring Road near Moti Bagh, creating long queues of vehicles.",4,Stray_Animal_Hazard,
The unhygienic conditions from stray animal droppings are creating a health hazard near the public toilets in Hauz Rani.,2,Stray_Animal_Hazard,
"Stray dogs are digging up burial sites in the local cemetery, which is disrespectful and disturbing.",4,Stray_Animal_Hazard,
An aggressive pack of dogs has cornered and attacked several stray cats and even smaller dogs in Sarojini Nagar market area.,4,Stray_Animal_Hazard,
"Monkeys are regularly seen on high-tension power lines near the Pragati Maidan, posing a risk to themselves and causing power fluctuations.",4,Stray_Animal_Hazard,
"Stray cows often chew on electrical wires left unattended near construction sites in Noida Sector 62, causing short circuits.",3,Stray_Animal_Hazard,
The constant noise from stray dogs fighting near the community hall in Vasant Kunj is making it impossible to hold peaceful events.,2,Stray_Animal_Hazard,
"Stray dogs chase pedestrians on the pavements near the bustling market of Karol Bagh, causing fear among shoppers.",3,Stray_Animal_Hazard,
"A stray dog, possibly rabid, has been seen near the Old Delhi Railway Station, foaming at the mouth. Immediate removal needed!",5,Stray_Animal_Hazard,
"Monkeys are snatching spectacles and wallets from tourists near Humayun's Tomb, creating a negative image.",4,Stray_Animal_Hazard,
"A dead donkey has been left on the roadside near the village of Mahipalpur for days, emitting a terrible smell.",4,Stray_Animal_Hazard,
Stray animals are contributing to the waterlogging problem during monsoon by blocking drains with garbage and feces in Shakurpur.,3,Stray_Animal_Hazard,
"The increasing population of stray dogs in our Block C, Greater Noida, makes evening walks with children very risky.",3,Stray_Animal_Hazard,
Constant howling of dogs throughout the night near the residential complex in Indrapuram is leading to sleep deprivation for residents.,2,Stray_Animal_Hazard,
Stray dogs are tearing apart the newly installed political banners near the election office in Shahdara.,1,Stray_Animal_Hazard,
Monkeys are entering houses and damaging air conditioning units and outdoor plumbing in Dwarka Sector 12.,4,Stray_Animal_Hazard,
"An aggressive stray bull is a common sight near the main entrance of Delhi University, North Campus, intimidating students.",5,Stray_Animal_Hazard,
The unhygienic conditions from stray animal waste near the local temple in Pitampura are very off-putting for devotees.,2,Stray_Animal_Hazard,
Stray dogs often chase children riding bicycles in the local park near Anand Vihar Bus Terminal.,3,Stray_Animal_Hazard,
"A pack of aggressive dogs is creating a huge menace near the Sector 18 market, especially after dark. They chase pedestrians and bikers, making it unsafe for shoppers.",4,Stray_Animal_Hazard,
"Monkeys are routinely snatching groceries from people entering the Sector 10 market, causing fear and inconvenience.",3,Stray_Animal_Hazard,
"Stray cattle are constantly blocking the bypass road near the new flyover, leading to severe traffic congestion during peak hours.",3,Stray_Animal_Hazard,
The incessant barking of stray dogs throughout the night in Anand Vihar is disturbing our sleep and creating a nuisance.,2,Stray_Animal_Hazard,
"Unattended cow dung heaps are a common sight outside the primary school in Janakpuri, posing hygiene and slipping hazards for children.",2,Stray_Animal_Hazard,
An aggressive stray dog bit my elderly mother near the community park in Dwarka last evening. Urgent action is needed against this menace.,5,Stray_Animal_Hazard,
"Stray dogs frequently raid garbage bins near the Kailash Colony chai shop, scattering waste and making the area unhygienic.",2,Stray_Animal_Hazard,
"A gang of monkeys has entered our house multiple times in Lajpat Nagar, destroying potted plants and stealing food items.",4,Stray_Animal_Hazard,
"A sick stray cow is lying on the main street near Apollo Hospital, obstructing traffic and raising concerns about public health.",4,Stray_Animal_Hazard,
"Stray dogs chase bikes and scooters near the local Durga Temple, especially during evening prayers, creating accident risks.",3,Stray_Animal_Hazard,
The sheer number of stray animals around the Ghazipur mandi makes it difficult for vendors and customers to move freely.,3,Stray_Animal_Hazard,
"Monkeys are damaging overhead water tanks and solar panels on rooftops in Saket, causing significant property loss.",4,Stray_Animal_Hazard,
"Cattle freely roam and sleep on the central verge of Mathura Road, creating serious hazards for high-speed vehicles at night.",4,Stray_Animal_Hazard,
"Dogs constantly bark near the residential flats in Rohini Block B, especially after 10 PM. Please address this noise pollution.",2,Stray_Animal_Hazard,
"Feces from stray dogs and cattle are rampant on footpaths leading to the local PVR cinema, making walks unpleasant.",1,Stray_Animal_Hazard,
"An unusually large number of stray dogs have gathered near the metro station entrance in Noida Sector 16, intimidating commuters.",3,Stray_Animal_Hazard,
"Monkeys have become a terror for small children playing in the park behind DPS R.K. Puram, often chasing them aggressively.",4,Stray_Animal_Hazard,
"Stray buffaloes frequently wander onto the highway near Gurgaon toll plaza, posing extreme danger to speeding vehicles.",5,Stray_Animal_Hazard,
"The population of stray dogs in our Gali No. 3, Karol Bagh, has exploded. Sterilization efforts are desperately needed.",3,Stray_Animal_Hazard,
"Dog fights are a common occurrence late at night near the police station in Patel Nagar, creating loud disturbances.",2,Stray_Animal_Hazard,
"Stray animals often sleep under parked cars in our housing society, creating a potential hazard when residents drive off.",2,Stray_Animal_Hazard,
"Monkeys broke a window pane and entered our kitchen in Vasant Kunj yesterday, taking fruits and making a mess. Urgent action!",4,Stray_Animal_Hazard,
"A dead stray cow has been lying on the pavement near the Nizamuddin Dargah for two days, causing a foul smell and health risk.",5,Stray_Animal_Hazard,
"During monsoon rains, stray dogs congregate under bus stops in Laxmi Nagar, making it hard for passengers to wait.",2,Stray_Animal_Hazard,
"Stray pigs are creating a huge sanitation problem near the slum areas adjacent to Okhla Industrial Area, spreading filth.",3,Stray_Animal_Hazard,
An aggressive stray dog has cornered my pet several times during walks in Chittaranjan Park. It's a risk to other pets too.,3,Stray_Animal_Hazard,
"Monkeys frequently raid clotheslines on balconies in Malviya Nagar, tearing clothes and creating a mess.",2,Stray_Animal_Hazard,
"Cattle are eating plastic and garbage from open bins near the local hospital, which is a sad sight and health concern.",3,Stray_Animal_Hazard,
The increase in stray dog population near the local government school in Mayur Vihar is making parents worried about their children's safety.,3,Stray_Animal_Hazard,
"Loud howling of dogs at night in Preet Vihar, particularly near the old Shiv Temple, is unbearable.",2,Stray_Animal_Hazard,
"Stray dogs have formed a large pack near the Yamuna Bank metro station, making commuters apprehensive, especially women after dark.",4,Stray_Animal_Hazard,
"Monkeys are becoming increasingly bold, entering ground floor apartments in Greater Noida West and causing damage.",4,Stray_Animal_Hazard,
A stray bull is causing havoc by charging at people and blocking roads near the Hauz Khas Village entrance. Highly dangerous.,5,Stray_Animal_Hazard,
The unhygienic conditions caused by stray dog feces near the Sector 50 market are leading to a foul smell and potential health issues.,2,Stray_Animal_Hazard,
Stray animals are destroying the newly planted saplings in the community garden near Nehru Park.,1,Stray_Animal_Hazard,
An injured stray dog is lying on the roadside near the Mandi House roundabout. It needs urgent medical attention and is a sad sight.,3,Stray_Animal_Hazard,
"Stray dogs often chase joggers and cyclists on the Lodhi Garden track, causing fear and minor accidents.",3,Stray_Animal_Hazard,
"Monkeys are frequently seen on the balconies of high-rise buildings in Dwarka Sector 7, posing a threat to residents, especially children.",4,Stray_Animal_Hazard,
"Large groups of stray cattle gather near the Azadpur Mandi entrance, making vehicular movement extremely difficult and slow.",3,Stray_Animal_Hazard,
The constant wailing of dogs throughout the night in our Defence Colony neighborhood is incredibly disruptive.,2,Stray_Animal_Hazard,
"Packs of stray dogs roam freely inside the railway colony near New Delhi Railway Station, making it unsafe for residents.",4,Stray_Animal_Hazard,
"Monkeys are destroying street vendor stalls and stealing food items near Connaught Place, impacting livelihoods.",3,Stray_Animal_Hazard,
"A stray cow carcass has been left unattended near the cremation ground in Punjabi Bagh, attracting flies and spreading disease.",5,Stray_Animal_Hazard,
"Stray dogs make it difficult for children to play in the park opposite Guru Tegh Bahadur Hospital, as they often chase them.",3,Stray_Animal_Hazard,
"The sound of fighting stray dogs at night in our Sector 49, Gurgaon apartment is terrifying and prevents sleep.",2,Stray_Animal_Hazard,
"Stray animals digging up recently laid pavement in Ghaziabad's Crossings Republik colony, causing damage.",1,Stray_Animal_Hazard,
An aggressive monkey attacked a resident yesterday in Mukherjee Nagar. This issue needs immediate and serious intervention.,5,Stray_Animal_Hazard,
"Stray cattle regularly wander into the open-air market in Old Delhi, knocking over goods and causing chaos.",3,Stray_Animal_Hazard,
"The sheer volume of stray dogs means constant barking during late hours in Indirapuram, making it impossible to relax.",2,Stray_Animal_Hazard,
"Stray dogs are tearing open garbage bags left outside homes in Dwarka Sector 11, spreading waste and creating an eyesore.",2,Stray_Animal_Hazard,
"An unusually large number of stray dogs have appeared near the IIT Delhi main gate, making entry and exit difficult for students.",3,Stray_Animal_Hazard,
"Monkeys are frequently seen inside the classrooms of the government school in Sangam Vihar, disrupting education and frightening students.",4,Stray_Animal_Hazard,
"A huge herd of stray cattle blocks the entire width of the road near Mundka Metro Station every evening, leading to massive traffic jams.",4,Stray_Animal_Hazard,
"Stray dogs routinely chase cars and motorcycles on the road leading to the Noida Expressway, causing potential accidents.",4,Stray_Animal_Hazard,
The unhygienic conditions from stray animal feces are worsening near the local dispensaries in Sultanpuri.,2,Stray_Animal_Hazard,
Stray dogs have started attacking street vendors selling goods near the local bus stand in Badarpur.,4,Stray_Animal_Hazard,
"Monkeys are damaging vehicles parked in the open lots near India Gate, especially by tearing off wipers and antennae.",3,Stray_Animal_Hazard,
A stray buffalo is aggressively charging at people near the main chowk of Shahdara. This is a severe public safety issue.,5,Stray_Animal_Hazard,
The presence of numerous stray dogs around the community center in Vasundhara Enclave makes it uncomfortable for evening events.,2,Stray_Animal_Hazard,
Foul smell due to animal waste is constant near the wholesale market in Tilak Nagar.,1,Stray_Animal_Hazard,
A pack of rabid-looking dogs has been spotted near the children's park in Greater Kailash. This is an urgent health alert!,5,Stray_Animal_Hazard,
"Stray cows often wander into construction sites in Dwarka Sector 21, creating hazards for workers and delaying projects.",3,Stray_Animal_Hazard,
"Monkeys are ripping apart wires and cables on utility poles in Krishna Nagar, leading to power outages.",4,Stray_Animal_Hazard,
The nightly howling and fighting of stray dogs near the resident welfare association office in Vasant Kunj is unbearable.,2,Stray_Animal_Hazard,
"Stray dogs often chase delivery personnel and postmen in our society in Pitampura, making their job difficult.",3,Stray_Animal_Hazard,
"A stray donkey is constantly blocking the narrow lane near the Old Fort, hindering local traffic.",2,Stray_Animal_Hazard,
"Monkeys are frequently breaking into rooftop water tanks in Civil Lines, contaminating water supply for residents.",5,Stray_Animal_Hazard,
"Aggressive stray dogs near the dispensary in Seemapuri are a constant threat to patients, especially the elderly.",4,Stray_Animal_Hazard,
"Stray cattle feeding on roadside garbage is a common sight near the Yamuna Sports Complex, reflecting poor waste management.",2,Stray_Animal_Hazard,
The sheer number of stray dogs makes it risky for school children to walk alone on the street leading to St. Xavier's School.,3,Stray_Animal_Hazard,
"Constant barking from strays near the residential complex in Vasundhara, Ghaziabad, makes it impossible to work from home.",2,Stray_Animal_Hazard,
Stray dogs are constantly messing up the gardens and flowerbeds in front of the municipal corporation building.,1,Stray_Animal_Hazard,
An injured monkey is causing distress and fear near the Red Fort entrance. It seems to be in pain and needs help.,3,Stray_Animal_Hazard,
"Packs of dogs are attacking small animals like cats and even small pet dogs during their walks in Sector 57, Gurgaon.",4,Stray_Animal_Hazard,
"Stray cows are sleeping in the middle of the road near the Sarita Vihar underpass at night, extremely hard to spot.",4,Stray_Animal_Hazard,
Frequent dog fights near the local park in Paschim Vihar are disturbing the peace and creating a scary atmosphere.,2,Stray_Animal_Hazard,
"The stench from stray animal waste is terrible near the local market in Vivek Vihar, especially in humid weather.",2,Stray_Animal_Hazard,
An aggressive bull has been seen charging at cars and pedestrians near the Botanical Garden metro station. Highly dangerous.,5,Stray_Animal_Hazard,
"Monkeys are frequently raiding fruit carts and vegetable stalls near the local temple in Old Delhi, causing losses to vendors.",3,Stray_Animal_Hazard,
"A large number of stray dogs are blocking the entrance to the District Court in Rohini, intimidating visitors and lawyers.",3,Stray_Animal_Hazard,
The incessant barking of dogs during festivals like Diwali creates unbearable noise pollution in Shahdara.,2,Stray_Animal_Hazard,
"Stray dogs often chase children returning from school near the public library in Model Town, instilling fear.",3,Stray_Animal_Hazard,
"Stray animals are damaging public property, like benches and signboards, in the community park of Nirman Vihar.",1,Stray_Animal_Hazard,
"Monkeys are constantly creating a nuisance by jumping on power lines and transformer boxes in Nehru Place, leading to power cuts.",4,Stray_Animal_Hazard,
"A dead stray dog has been lying on the main street near the Daryaganj market for over 24 hours, posing a severe health hazard.",5,Stray_Animal_Hazard,
"Stray cows are frequently seen on the airport road in Delhi, causing major risks for high-speed traffic.",5,Stray_Animal_Hazard,
"The population of stray dogs has increased dramatically in our colony, Sector 15 Faridabad, post-lockdown. They need to be managed.",3,Stray_Animal_Hazard,
Stray animals are making it difficult for garbage collection workers to do their job efficiently in Govindpuri.,2,Stray_Animal_Hazard,
"Monkeys regularly enter the hospital premises in AIIMS area, causing distress to patients and visitors.",4,Stray_Animal_Hazard,
An aggressive stray dog frequently barks and charges at pedestrians near the local bank in Palam Colony.,3,Stray_Animal_Hazard,
"Stray cattle are routinely consuming plastic bags from dumpsites near the slum areas of Nangloi, which is inhumane and unhygienic.",3,Stray_Animal_Hazard,
The sound of barking dogs at all hours of the night in Rohini Sector 16 is making it impossible to get peaceful sleep.,2,Stray_Animal_Hazard,
"Stray dogs often chase cycle-rickshaws and auto-rickshaws near the Chandni Chowk area, causing minor accidents.",3,Stray_Animal_Hazard,
Monkeys are breaking tree branches and damaging public gardens in Lodhi Colony.,2,Stray_Animal_Hazard,
"A stray bull is causing severe traffic disruption on the Ring Road near Moti Bagh, creating long queues of vehicles.",4,Stray_Animal_Hazard,
The unhygienic conditions from stray animal droppings are creating a health hazard near the public toilets in Hauz Rani.,2,Stray_Animal_Hazard,
"Stray dogs are digging up burial sites in the local cemetery, which is disrespectful and disturbing.",4,Stray_Animal_Hazard,
An aggressive pack of dogs has cornered and attacked several stray cats and even smaller dogs in Sarojini Nagar market area.,4,Stray_Animal_Hazard,
"Monkeys are regularly seen on high-tension power lines near the Pragati Maidan, posing a risk to themselves and causing power fluctuations.",4,Stray_Animal_Hazard,
"Stray cows often chew on electrical wires left unattended near construction sites in Noida Sector 62, causing short circuits.",3,Stray_Animal_Hazard,
The constant noise from stray dogs fighting near the community hall in Vasant Kunj is making it impossible to hold peaceful events.,2,Stray_Animal_Hazard,
"Stray dogs chase pedestrians on the pavements near the bustling market of Karol Bagh, causing fear among shoppers.",3,Stray_Animal_Hazard,
"A stray dog, possibly rabid, has been seen near the Old Delhi Railway Station, foaming at the mouth. Immediate removal needed!",5,Stray_Animal_Hazard,
"Monkeys are snatching spectacles and wallets from tourists near Humayun's Tomb, creating a negative image.",4,Stray_Animal_Hazard,
"A dead donkey has been left on the roadside near the village of Mahipalpur for days, emitting a terrible smell.",4,Stray_Animal_Hazard,
Stray animals are contributing to the waterlogging problem during monsoon by blocking drains with garbage and feces in Shakurpur.,3,Stray_Animal_Hazard,
"The increasing population of stray dogs in our Block C, Greater Noida, makes evening walks with children very risky.",3,Stray_Animal_Hazard,
Constant howling of dogs throughout the night near the residential complex in Indrapuram is leading to sleep deprivation for residents.,2,Stray_Animal_Hazard,
Stray dogs are tearing apart the newly installed political banners near the election office in Shahdara.,1,Stray_Animal_Hazard,
Monkeys are entering houses and damaging air conditioning units and outdoor plumbing in Dwarka Sector 12.,4,Stray_Animal_Hazard,
"An aggressive stray bull is a common sight near the main entrance of Delhi University, North Campus, intimidating students.",5,Stray_Animal_Hazard,
The unhygienic conditions from stray animal waste near the local temple in Pitampura are very off-putting for devotees.,2,Stray_Animal_Hazard,
Stray dogs often chase children riding bicycles in the local park near Anand Vihar Bus Terminal.,3,Stray_Animal_Hazard,
"The problem of stray dogs multiplying rapidly in our neighbourhood, near the DDA flats in Kalkaji, is becoming unbearable.",3,Stray_Animal_Hazard,
"Monkeys frequently sit on car rooftops near the Nizamuddin Railway Station, leaving scratches and dents.",2,Stray_Animal_Hazard,
"A stray bull is aggressively chasing morning joggers on the footpath along Outer Ring Road, causing extreme fear.",5,Stray_Animal_Hazard,
The constant presence of stray dogs near the local sweet shop in Bengali Market creates a very unhygienic environment for food.,2,Stray_Animal_Hazard,
"Stray animals are regularly damaging electrical wiring around utility poles in Mayur Vihar Phase 3, leading to intermittent power cuts.",3,Stray_Animal_Hazard,
"An injured stray calf is lying near the main road in Nangia Park, obstructing pedestrian movement and needing care.",3,Stray_Animal_Hazard,
"Stray dogs aggressively bark at elderly residents during their evening walks near the community park in Sushant Lok, Gurgaon.",4,Stray_Animal_Hazard,
Monkeys are entering apartment balconies in Noida Sector 137 and vandalizing flower pots and small decorative items.,3,Stray_Animal_Hazard,
"A large herd of stray cattle is blocking the entrance to the industrial area in Ghaziabad every morning, affecting factory workers.",4,Stray_Animal_Hazard,
The noise from fighting stray dogs near the school playground in Model Town Phase 2 is disturbing classes.,2,Stray_Animal_Hazard,
"Stray dogs regularly rip open garbage bags left outside homes in Hari Nagar, scattering waste and creating a mess.",2,Stray_Animal_Hazard,
An aggressive stray dog bit a child's hand near the main market in Sarojini Nagar. Immediate intervention required!,5,Stray_Animal_Hazard,
"Monkeys are attacking and stealing food from street food vendors near India Gate, causing significant losses.",3,Stray_Animal_Hazard,
"A sick stray cow is lying on the footpath near the Sector 63 metro station, attracting flies and posing a health risk.",4,Stray_Animal_Hazard,
Stray dogs chase cars and create accident hazards on the road leading to the Noida International University.,4,Stray_Animal_Hazard,
The unbearable stench from stray animal carcasses near the landfill site in Bhalswa is making life difficult for nearby residents.,5,Stray_Animal_Hazard,
"Stray animals are frequently seen on the runaways of Safdarjung Airport, posing a serious threat to aircraft operations.",5,Stray_Animal_Hazard,
"The population of stray dogs near the cremation ground in Lodhi Road has increased significantly, leading to howling at night.",2,Stray_Animal_Hazard,
Stray animals are destroying the landscape of the newly developed park in Dwarka Sector 22.,1,Stray_Animal_Hazard,
"Monkeys are regularly entering the premises of Delhi Secretariat, causing disruption and fear among employees.",4,Stray_Animal_Hazard,
An aggressive stray dog constantly barks and lunges at passersby near the local pharmacy in Mayapuri.,3,Stray_Animal_Hazard,
"Stray cattle are consuming polythene bags and garbage from open bins near the local school in Rohini Sector 20, setting a bad example.",3,Stray_Animal_Hazard,
"The constant barking and fighting of stray dogs near the residential area in Sector 7, Dwarka, is highly disruptive at night.",2,Stray_Animal_Hazard,
"Stray dogs often chase two-wheelers on the narrow streets of Old Gurgaon, causing minor accidents and fear.",3,Stray_Animal_Hazard,
"Monkeys are damaging newly installed CCTV cameras and street lights in GK-1, causing financial losses.",4,Stray_Animal_Hazard,
A stray bull is creating panic by charging at people near the main market in Lajpat Nagar. Extremely dangerous situation!,5,Stray_Animal_Hazard,
"The unhygienic conditions from stray animal feces are prevalent near the bus stop in Seelampur, making it uncomfortable for commuters.",2,Stray_Animal_Hazard,
Stray dogs are digging up plants and destroying the beauty of the median strips on Sardar Patel Marg.,1,Stray_Animal_Hazard,
An aggressive monkey attacked a child playing in the park behind the District Magistrate's office in Noida Sector 27.,5,Stray_Animal_Hazard,
"Stray cattle regularly wander onto the metro tracks near the elevated sections, causing potential service delays and risks.",5,Stray_Animal_Hazard,
"The incessant howling of dogs at night near the residential complex in Crossings Republik, Ghaziabad, is very disturbing.",2,Stray_Animal_Hazard,
"Stray dogs often chase street vendors selling balloons and toys near the India Gate lawns, causing children distress.",3,Stray_Animal_Hazard,
"Monkeys are entering top-floor apartments in Golf Course Road, Gurgaon, and creating a mess, stealing food.",4,Stray_Animal_Hazard,
"A dead stray cow has been left unattended on the footpath near the ISBT Kashmere Gate for several days, causing a public health crisis.",5,Stray_Animal_Hazard,
"Stray dogs are frequently attacking smaller animals, including pets, during morning walks in Shalimar Bagh.",4,Stray_Animal_Hazard,
The increasing number of stray dogs near the local temple in Dwarka Sector 13 is creating a nuisance for devotees.,3,Stray_Animal_Hazard,
Constant dog barking near the railway underpass in Tilak Bridge makes it difficult to sleep at night.,2,Stray_Animal_Hazard,
Stray animals are damaging the irrigation systems in the newly developed green belts of Noida Sector 150.,1,Stray_Animal_Hazard,
An aggressive stray dog bit a woman near the local market in Pitampura. It needs to be captured immediately.,5,Stray_Animal_Hazard,
"Monkeys are regularly seen on the rooftops of government buildings in Lutyens' Delhi, causing damage to antennas and other equipment.",4,Stray_Animal_Hazard,
"Stray cattle are frequently blocking the access roads to the multi-level parking in Connaught Place, causing traffic chaos.",4,Stray_Animal_Hazard,
"The unhygienic conditions from stray animal droppings are noticeable near the local park in Vasant Kunj, making it unpleasant to visit.",2,Stray_Animal_Hazard,
"Stray dogs often chase school buses and delivery vans on the main road in Greater Noida, causing delays and risks.",3,Stray_Animal_Hazard,
"The sheer volume of stray dogs means constant barking during late hours in Indirapuram, making it impossible to relax.",2,Stray_Animal_Hazard,
"Stray dogs are tearing open garbage bags left outside homes in Dwarka Sector 11, spreading waste and creating an eyesore.",2,Stray_Animal_Hazard,
"An unusually large number of stray dogs have appeared near the IIT Delhi main gate, making entry and exit difficult for students.",3,Stray_Animal_Hazard,
"Monkeys are frequently seen inside the classrooms of the government school in Sangam Vihar, disrupting education and frightening students.",4,Stray_Animal_Hazard,
"A huge herd of stray cattle blocks the entire width of the road near Mundka Metro Station every evening, leading to massive traffic jams.",4,Stray_Animal_Hazard,
"Stray dogs routinely chase cars and motorcycles on the road leading to the Noida Expressway, causing potential accidents.",4,Stray_Animal_Hazard,
The unhygienic conditions from stray animal feces are worsening near the local dispensaries in Sultanpuri.,2,Stray_Animal_Hazard,
Stray dogs have started attacking street vendors selling goods near the local bus stand in Badarpur.,4,Stray_Animal_Hazard,
"Monkeys are damaging vehicles parked in the open lots near India Gate, especially by tearing off wipers and antennae.",3,Stray_Animal_Hazard,
A stray buffalo is aggressively charging at people near the main chowk of Shahdara. This is a severe public safety issue.,5,Stray_Animal_Hazard,
The presence of numerous stray dogs around the community center in Vasundhara Enclave makes it uncomfortable for evening events.,2,Stray_Animal_Hazard,
Foul smell due to animal waste is constant near the wholesale market in Tilak Nagar.,1,Stray_Animal_Hazard,
A pack of rabid-looking dogs has been spotted near the children's park in Greater Kailash. This is an urgent health alert!,5,Stray_Animal_Hazard,
"Stray cows often wander into construction sites in Dwarka Sector 21, creating hazards for workers and delaying projects.",3,Stray_Animal_Hazard,
